HGNC_genes	refGene	Sample_279_CF	Sample_571_CF	Sample_665_CF	Sample_812_CF	Sample_223_CM	Sample_487_CM	Sample_511_CM	Sample_620_CM	Sample_324_DF	Sample_338_DF	Sample_566_DF	Sample_252_DM	Sample_323_DM	Sample_763_DM
28	EPB41	EPB41	36.089609064568	38.7651120391663	41.9848427205262	38.6735692395251	35.2888073021854	43.4779813773372	55.2762800577423	42.775498133206	32.5319165219663	69.1694385723636	59.2206572027901	60.2531486563828	38.0962465342992	51.7415201042155
29	PUM1	PUM1	117.149226199611	148.460740923701	136.482695198611	149.347500244206	143.507816362221	144.517993288438	125.359990143957	158.991128936652	126.510424029112	139.913126199848	131.45313579247	127.336073936959	133.54618290595	135.577780215104
30	KHDRBS1	KHDRBS1	175.529883626901	115.886938392687	116.948645762351	116.962551855169	136.543329282318	149.760389363329	93.0316325939311	165.569202169692	141.456263403702	118.054747726528	114.935310672247	108.96530817991	170.250734066409	112.106626892467
31	EYA3	EYA3	38.5833248540583	36.7394593240982	45.2037193974112	37.6013159147875	47.611389352787	38.8224206839631	35.2754674100612	48.3353216740082	39.1383264556369	40.0110025337016	36.5269845020924	38.3267508173254	38.2433362892579	35.0942484185114
32	SFPQ	SFPQ	367.836932926428	309.924865405421	235.744949978222	269.657221261732	283.36756806354	318.625530591626	194.994445678336	258.824654072061	265.000781564705	218.514127695372	240.975411411997	238.4199462324	282.321812748391	202.129373102772
33	THRAP3	THRAP3	247.833787545512	201.732140148194	246.830900699335	196.700525450189	234.149786601549	232.139036142165	166.296064907135	255.878037706028	204.44977784166	246.209765939453	214.687718147841	214.241648074736	269.10636399518	214.277382170719
34	MACF1	MACF1	1251.30502123641	1626.41943520077	1996.31942581992	1745.28065483789	1741.11140615561	1507.31927939398	1689.1971148985	1710.38014012338	1255.08994635998	2090.19873438159	1870.18160650713	1633.0870001332	1486.01385055798	1736.35292985478
36	RNF220	RNF220	28.8301253218296	22.9192803164561	26.4017610465086	30.08105273183	29.7959826707146	25.286084550287	23.9722228858999	25.2489879438052	27.9376701772481	24.0177466462749	25.3928554912137	26.6376103477198	24.631876657312	28.2203749747147
38	PTPRF	PTPRF	226.387831755895	295.614609128004	558.701703061217	261.151644212799	251.218998239346	216.203195337395	566.653751320152	312.872987293669	208.846297128504	311.589861653471	453.741428768764	270.894719248085	256.954487316286	342.356391356226
39	GPBP1L1	GPBP1L1	84.0382221058233	95.9081216948779	99.587628595325	101.791616301111	96.7358964342434	112.581107747616	109.20479645998	116.540028935486	85.2436239504794	115.811791108169	93.811271442121	117.084001433832	100.779111339769	104.520370200859
40	TCEANC2	TCEANC2	10.5151682456841	11.1084181148896	9.12208733341075	8.75190551542645	9.57616973486618	9.68930418817083	8.93118049047397	10.8853595417975	9.3978507507146	13.4438083025843	11.163467954254	11.4224680634549	11.5182592729185	10.548271248299
42	RAB3B	RAB3B	346.543370879503	296.284381396696	653.687616262873	448.926385230037	702.128081382807	359.104131130094	506.489581738448	494.83330619062	384.916426663551	546.974923913019	450.690178657745	388.452804959518	367.203915956088	432.204166242508
43	SCP2	SCP2	64.989004269439	46.2959660847018	71.8611312991237	60.1910852832474	77.3037338229078	52.5413278252224	81.3510142462287	75.8460854828723	56.7127725996094	87.4056510781489	65.4405131983271	73.2608360230669	75.4231005041992	61.8148691873068
44	FAF1	FAF1	31.8780001756511	22.2168362297793	23.0434384486032	22.2275216236162	31.3712833197402	21.7520314749246	21.7439203087998	29.6463848447962	23.9598670129605	17.5117793122782	21.4027591921899	19.1115224408001	24.6884496399884	22.6337905576653
45	USP24	USP24	191.822160118238	157.184116325688	176.829048347148	155.665100914282	181.294304298716	173.742395288021	134.902156824926	219.275115140812	165.672012491558	181.749143124885	163.784651391913	179.959428750696	188.999020525374	169.459727317164
46	FGGY	FGGY	2.31361409358267	4.31267997401597	3.93934726882324	2.97043150771924	2.48731681425096	2.97329926635659	4.58239642871401	4.12706512429078	2.07031860597426	3.25994937078209	2.80186909232918	2.63709379415691	2.35343607933895	3.73688756308223
47	CACHD1	CACHD1	13.4660652632477	16.10720626659	21.2190209819211	12.4323426030396	21.4634713429739	15.3359646369972	18.419436625223	31.7820058807284	25.704517523613	20.2284037879299	20.7573024379361	17.5114880038959	14.6297733201214	18.6594419119792
48	USP1	USP1	115.251231404277	38.8304556751362	52.6175941983234	63.6251939043668	142.834168058361	70.5636944309453	26.1645850988533	65.888865041079	87.1860015190058	43.6053056861023	44.2137876663882	64.9495460313701	82.0760832669458	41.8806362002962
49	ITGB3BP	ITGB3BP	9.61465976614596	4.91710860673791	4.6365768739247	6.62188877574484	8.55015154898766	5.09894742607644	3.2166625911365	8.40731825537838	4.8850214298269	3.42712626159143	5.06096773221763	6.05938967309087	8.70092473563294	3.96185069397013
50	LEPR	LEPR	14.6436532749514	18.2472103446055	25.7742544019173	39.7458225642628	16.1779231126906	17.474653582973	28.6983807712011	33.5481734885035	14.131669136285	18.2362125057853	17.5153491949793	15.2447725516149	26.1027742068988	36.2190640729509
51	NFIA	NFIA	21.6399114621325	40.2516797574824	13.0381936153973	41.9772686725007	53.9644110491864	55.3450968702517	6.55911645678672	6.18158662721283	23.3085308223169	11.2844401296303	24.3073145863322	9.98540009697616	30.142085169995	28.6078114779105
52	NEGR1	NEGR1	71.6389130414132	95.5160598790583	34.408281011757	79.1004175640943	79.9983270383463	54.9017101375494	41.097806401839	58.7611171954153	57.131488722166	46.9627749098565	37.0844244262208	37.778590871349	84.8142156284844	63.6645660412739
53	LRRC7	LRRC7	8.76956719304091	2.92412770965477	2.01034536137587	0.36224774484381	8.06305200619685	1.86483243460085	0.395344005614542	0.423519783497089	3.04732289193964	17.4003280517386	4.5181972797769	6.81496149051785	0.49784224755247	0.787370958107628
54	ST6GALNAC3	ST6GALNAC3	3.56047198832783	1.96030907909817	5.0200531567305	2.89798195875048	5.36845879075831	6.61167863176664	1.8329585714856	4.77586138837143	5.08274848770084	3.85899989618222	4.4008415062762	4.963069781138	2.56841341350933	7.97369319480423
55	PIGK	PIGK	41.5203678950136	30.3357829990442	40.8460343655271	34.0078182859369	49.1763261817533	38.7572167526833	34.1972564856579	55.0035054992815	32.0085213687705	32.2233457034999	28.8108423944215	33.0377480953366	51.662447780104	42.0306116208881
57	LRRC8C	LRRC8C	49.569528304424	25.5820334822311	35.5703303535928	34.4570054895432	52.9902119636047	47.5336659029377	10.8719601543999	32.2055256642254	50.1179936693431	25.2715733273449	29.221587601674	32.2673611442345	45.1226109827102	28.2953626850106
59	DDAH1	DDAH1	141.005773919069	108.078373894279	155.005761707473	119.483796159282	330.59549607413	116.389017334354	96.733490101049	97.607793507244	205.263948079965	144.789118848454	133.682895488983	115.572857798978	146.71637327302	87.7731149014265
60	NA	LOC729970	2.36903000001579	2.12366816902302	3.18401519663	1.97062773195033	2.22822131276648	3.35148206777914	1.74310766111866	2.89255001069288	2.11684261959166	5.72580851021983	2.12707339470016	3.27414454218358	2.80601994075028	2.51208829491481
62	NA	FAM69A	15.7242634503972	12.1865881083936	14.4675143058553	18.7499432731156	15.1311772866933	13.9666820801224	13.4956067371146	12.029764063162	14.3759202077763	13.9174761598774	15.9017073093447	12.3410063513073	13.7359201938341	15.5599498864126
63	GCLM	GCLM	52.7005270178951	15.9275112676726	38.1733208793049	23.6040630540226	50.3370740284037	39.9439283019748	43.1284369761318	41.8563700924251	72.7868193044208	60.1279550610919	35.5294604273365	52.2233462045118	42.4636807969186	51.4915610698957
64	NTNG1	NTNG1	54.3630042108887	27.2156243814796	45.4593702526151	18.4891248968281	15.4939109887716	18.6874467047763	19.6414090062134	48.7948856943987	29.961464769605	39.0079411888455	27.4905899425387	28.8450652653006	55.8714776912294	33.931938908924
65	PHTF1	PHTF1	33.6374552049026	40.9704597531517	41.4038180496083	43.3683000127009	39.6623393672434	52.8803882678771	31.3579677180625	44.8840859914681	26.8792488674523	45.5835655606795	47.3530546075319	47.6602850325999	44.7718584901164	47.8421591688254
66	GNAI3	GNAI3	141.365977310884	98.3421721347582	131.009442798564	108.094727061393	205.193273355644	123.157185401192	114.39817907919	157.576392638587	156.23926873063	117.302451717886	99.356331740029	110.994981493391	159.422665182143	115.955996020993
68	RAP1A	RAP1A	27.4308736843934	25.5656975732386	27.0757496647733	28.4726727447235	30.7079988359399	26.6684078934177	21.150904300378	26.2762486952662	27.7864671329916	24.8814939154565	20.0531677969319	20.5782206746289	26.0575158207577	24.8084341562483
69	RHOC	RHOC	313.737154271097	287.806044629596	450.015228119318	203.322414225934	394.529902020439	262.967454851231	481.277416289485	261.158518410907	343.731043608748	334.047290652192	386.291197949237	278.361546620304	363.537986678656	272.505339215535
70	NOTCH2	NOTCH2	910.760422228293	1258.22438241916	1214.41128517888	1269.30160802292	851.812734500418	1005.36637561621	788.190155920883	889.229346277867	1051.19845668173	1121.67334888525	1478.38935667505	943.901796704073	967.454576749407	1211.58893320362
71	WDR3	WDR3	69.1867591817477	43.4371820110169	47.6788844955214	61.2633386079851	89.6263158735094	56.7274202133824	25.9309727318993	47.9118018905111	68.3205139971505	38.9382841510083	39.387531481172	40.6527268043065	50.9269990053106	40.105927056625
73	OTUD7B	OTUD7B	47.339038070491	52.3402524119211	50.4445619290905	48.9034455539143	45.5904444412081	50.4417612380145	45.7880239229933	49.7320358536263	51.8161201663782	61.5628900405387	52.1059634343102	60.8013086023593	46.2993290223797	50.704190111788
74	NBPF9	NBPF9	5.83252415208566	8.1352826782574	7.16984443912667	8.92578443295147	5.33736733058018	8.85469386779003	6.09189172287862	4.99212680973164	5.25721353876609	10.0306134485603	9.38846188005589	8.37055052639693	5.94016318102379	9.61092486959946
75	PDZK1	PDZK1	3.60203391815266	3.93695406718882	1.96386338770244	4.44840230668198	2.76713995585419	5.49017101375494	5.64263717104392	15.8594642330825	3.18689493279183	3.74754863564266	2.18575128145051	4.60750657293707	2.61367179965047	3.09949202556653
76	NBPF20	NBPF20	20.9472126317186	26.4151648408478	18.32551812075	22.7346684663975	9.88708433664755	19.2090781550143	17.215434426306	11.317890384518	13.3872849184066	22.4295661835862	18.0434501757324	17.1114793946698	14.9126382335035	18.0845361330434
77	NBPF8	NBPF8	76.6679065502186	75.1451813654298	94.0678942216052	87.4321156955019	48.2332185563498	66.3776020427854	74.5223450583411	44.8119975176813	64.8777369894629	125.967787224836	94.48606713975	108.194921228808	60.7820125875424	109.744514018144
78	NBPF25P	NBPF25P	11.2217210527064	15.7968239957327	12.7941632536118	15.6780823968401	6.01101563443981	15.375086995765	8.80538921596025	5.17234799419849	8.68835954304927	18.821331623618	18.5275427414228	12.3558214849824	8.80275610445049	16.3973126513842
79	NBPF10	NBPF10	74.007943041429	105.726002999361	82.6100877111045	119.97645309227	48.5544969781905	103.29606793338	75.1872417950565	39.8739370632898	62.1677131962495	124.045252980529	138.743863221201	89.9130462738106	72.0400361401494	123.042334643962
80	TPM3	TPM3	432.992184915167	284.032449652332	389.821072212226	239.677597898458	576.4253078826	311.726954662228	265.725082319192	322.406687951965	415.95957474976	314.612977095607	308.278947514648	280.035656725584	471.377406256442	237.011156342112
81	SMG5	SMG5	131.25257438684	125.182070609411	157.701716180532	117.368269329394	132.34598215827	101.548602575082	106.365507692385	117.540256509277	142.607732740732	154.610761183503	121.859301308788	161.233099785447	124.935774942599	118.630557688216
82	GBAP1	GBAP1	21.8338671346485	31.1689143576609	44.285700417361	21.1987380282598	23.2564122132464	20.7087685744486	28.9140229560817	27.429664275854	28.9495674734265	38.6317931845245	43.8763898175737	29.8821246225533	31.6808702987935	33.5944942125921
85	PBX1	PBX1	7.31489964917156	18.0348435277032	7.78573059029962	11.4180489174769	9.62798883516307	13.8884373625867	8.08658193302472	27.5558191049808	8.14170238304483	5.37752332103371	11.0167732373781	7.33349116914421	9.86632817876713	16.2598351825083
86	DNM3	DNM3	22.3741722223714	69.3295977641052	11.0278482540214	50.4973356312271	27.4744869774137	98.7317927437972	16.1911340481228	23.032267374863	17.493029120142	30.3008114591925	27.7546404329152	18.2077992866227	33.8985312197091	19.2968374494949
91	ACBD6	ACBD6	23.1777028656516	25.8107362081259	16.2105883186089	20.9813893813535	25.5364526263098	22.2345405663947	29.3632775079164	20.4190602000937	23.110803764443	17.7764760560596	24.7327292652722	23.1264236667356	22.9346871770195	21.8714155029897
92	SMG7	SMG7	50.1513953219717	55.2480442125834	40.4160761090479	45.0491295487762	47.6942999132621	63.6390369290359	38.9593547351058	53.9852558070438	52.0487402344652	54.6111176643837	53.3528685277551	64.1050834118929	52.9070533989852	48.579538320069
93	SOAT1	SOAT1	148.40379742789	64.9515741541193	139.782915329424	67.3346108115674	188.445340139688	78.5837779783545	109.797812468402	148.295001638545	131.546648503196	138.032386178243	102.950352303488	122.921164101797	125.818313472351	100.108593245113
94	RASAL2	RASAL2	102.547134854485	119.366487008086	98.1466874114487	89.2723342393085	141.507599090761	99.0056492551722	91.1627336582987	103.437948824746	89.8611323020062	107.787300349321	120.729751988844	85.3648002355736	106.662701538117	101.370886368428
96	PTGS2	PTGS2	9.25445637433069	19.0476698852372	7.64628466927933	5.86841346646972	3.29569477888252	12.0888088592656	9.66795795548289	5.83015531750248	26.0999716393609	11.5212740582769	28.7374950359836	16.5040589139932	5.96279237409435	37.2563940653784
97	ZBTB41	ZBTB41	47.4914318131821	53.8268201302372	45.6569186407272	52.7142918296712	61.612910253008	71.5417534001416	49.7953745253589	81.0454666547408	51.7230721391434	65.0875361551023	56.3454407520229	69.8978006788331	55.5886127778474	63.2021418277821
98	NEK7	NEK7	127.941473977461	109.287231159723	108.361101126185	87.2147670485956	463.687673276675	109.034013885998	54.9887571445681	84.8841778838846	135.664023708336	103.245661482334	107.86462531883	102.787397437419	122.073182019173	100.433539989729
99	PPP1R12B	PPP1R12B	20.6424251463364	28.881887098713	18.9530247653413	26.9512322163794	15.068994366337	28.5462811142745	28.1053647627792	13.7508763748204	16.3531907865158	25.9263494830148	27.9453435648539	33.3784961698624	14.1206164760337	22.8087618816892
100	SRGAP2D	SRGAP2D	20.3791995907791	19.7991216988915	22.6483416723791	24.9516246648416	22.6034915495056	26.0163685806202	24.4933581660282	28.9525332845989	19.1097385933467	21.8165842506186	22.8403674175735	22.4893729187089	19.5855666025756	28.9827500293903
101	SRGAP2	SRGAP2	37.031679473931	55.3297237575458	48.9803797583775	57.5539217007845	33.5684131723285	41.2088845688019	43.6316020741867	39.2251407992091	37.1377938700888	41.9196053704415	46.9863178153422	42.6379547167617	41.3322211433903	62.6522319522784
102	BATF3	BATF3	0.942070409363005	0.588092723729451	0.720470591938174	2.7096131314317	0.497463362850191	1.2258339080593	2.51582549027436	0.477586138837143	0.988635289369729	0.417942227023345	0.806820942817303	0.488899411276281	0.418640071805486	1.43726444733932
103	USH2A	USH2A	3.7821356140603	3.34886134345937	1.9754838811208	5.43371617265715	1.73075794991629	3.36452285403509	1.56340584038478	2.66727353010933	1.94237756852641	2.88380136646108	2.24442916820086	3.25932940850854	1.75376246296893	1.54974601278327
104	ESRRG	ESRRG	1.35768970761139	0.833131358616722	0.918018980050254	1.28960197164396	0.124365840712548	2.52991253365429	2.26424294124692	4.2802531310876	0.430347125960941	1.01699275242347	2.09773445132499	2.16300951655567	0.995684495104939	1.58723986793125
105	HHAT	HHAT	23.8011318130241	35.4652584226844	50.3515979817437	38.5576499611751	24.6037088209657	24.5949228787217	38.833563460592	26.9701002554636	22.6339326248646	39.8159628277573	43.7737035157606	38.0304481438246	30.8435901551826	35.3192115493993
108	NA	EPRS	234.797195557121	214.65384416125	248.56235421867	235.997160810845	327.610715897029	240.198242048343	191.580111084392	303.970060781006	242.913506099845	256.714047245306	194.781245067785	205.159971131937	281.529790990922	286.603028751177
109	DNAH14	DNAH14	26.6550509943297	34.0603702493307	21.5211538107984	24.4444778220603	12.0531227290578	24.50363737493	35.0059146789603	18.5627820000852	23.3899478461474	31.4571182872904	26.0969901322179	34.5785219975406	16.9718948029251	20.2591797316264
110	NUP133	NUP133	57.9234761992165	45.1687883642203	49.7240913371524	53.7720552446151	85.9886150326674	53.7802025195377	33.8558230262635	73.9988183420871	58.4690541136662	47.5478940276892	44.9472612507676	48.2380752459264	62.3660561024821	49.6793580710765
112	TRIM11	TRIM11	11.748172163821	13.5261326457774	16.9775408842205	12.7511206185021	11.6696613868607	16.4705130412648	17.9162715271681	11.8134986418018	13.9804660920284	16.3972667068826	15.5496399888426	17.2151853303951	12.4460561888117	14.722587121441
116	MTR	MTR	102.42244906501	98.1461412268483	96.9962585630313	96.3434102186597	133.50673000492	104.991370146653	100.18376505914	105.095983721841	88.7794489854017	116.201870520057	103.639817472804	99.4391772268605	114.18690823408	95.3968654481829
117	LYST	LYST	78.3442377198205	87.1684103838986	50.0494651528664	54.6124700126528	59.0530466983414	67.4078241570054	93.8582609693069	81.0995330100809	55.6194582796005	95.8898782867228	101.410057776291	99.246580489085	94.7823751760691	85.2485286547957
118	KIF26B	KIF26B	4.08692309944245	23.7360757660803	12.1317951287654	8.59251650769517	5.3270035105208	4.51211204455869	13.2080838239404	7.04664831265369	10.64236811498	11.6745195415188	13.3932276507672	9.48168555202484	6.63035356967607	10.1733326968192
119	SMYD3	SMYD3	7.73051894741995	9.76887357750588	11.1208122013683	10.7804928865518	8.19778166696877	7.73318624977833	9.12885249328124	7.07368149032372	14.4224442213937	17.4421222744409	11.7355773500699	40.7268024726817	8.1804532950099	8.93603547693577
120	ZNF496	ZNF496	45.953640409663	52.0788778680414	48.5620419953166	58.1914777317096	45.6215359013863	50.7808216806692	58.546853195099	56.6705514555998	43.1859156403507	47.8404535866056	46.3848694761511	47.0973099529484	44.952892034681	48.9919707266968
122	LINC01128	LINC01128	15.0731265498081	13.950866279582	16.9078179237104	12.403362783452	18.9139716083666	11.4367695464681	13.513576919188	10.0383199748033	18.6096054469596	32.1676200732301	12.014297312134	17.3485215334704	11.4277425006362	11.9105479853424
123	AURKAIP1	AURKAIP1	43.7370041523383	34.1257138853006	46.040394923533	31.3996345230614	30.3245374937429	28.8592599844173	56.9834473547142	33.7374057321936	39.0452784284021	27.1244505338151	40.5757586878666	32.1192098074841	39.9065819799446	33.94443686064
124	NADK	NADK	49.4586964915577	51.2947542364021	62.9714538340801	47.8746619585579	53.6120411671675	39.4092560654808	79.7336978596237	41.2436180652378	52.8280174625566	49.7629878309129	54.17435894226	53.3196660964647	44.5908249455519	39.3810458570974
125	CDK11B	CDK11B	32.4321592399823	52.438267865876	29.8646680851792	31.2692253349177	21.4738351630332	28.8723007706732	43.0565562478383	21.5454426030115	28.7402094121482	25.4108874030194	36.2042561249655	31.2747471880069	27.426582001527	26.2332006518716
127	TNFRSF14	TNFRSF14	0.637282923980856	2.05832453305308	1.44094118387635	1.76776899483779	0.476735722731433	2.80376904502924	5.67857753519069	1.09033816602442	1.45387542554372	4.77847279563358	3.50600373333337	12.0743339451566	1.86690842832176	1.44976239905531
129	SKI	SKI	42.3516064915104	56.9633146567943	57.5446834077071	56.4381986466656	31.8376552224122	52.137063451288	58.3491811922917	36.8822654011401	32.4039754845184	43.2430890893488	59.0152845991638	40.6823570716566	48.7772256636067	48.592036271785
131	DFFB	DFFB	6.38668321641684	6.73039450490371	4.60171539366963	6.24515112110728	5.23372912998638	5.56841573129064	2.78537822137518	3.42420250487008	5.09437949110519	3.81720567347988	4.01943524239893	4.35564930046141	4.52583861411336	4.74922165207775
132	MEGF6	MEGF6	10.3766284796013	8.52734449407704	31.9795978873202	14.2870510566399	4.60153610636427	12.4539508744322	70.9642490078103	20.9687348127176	4.44304330046161	24.9511509532937	29.0015455263602	17.5263031375709	9.56083407231447	13.6227673704336
134	KCNAB2	KCNAB2	1.0113402924044	5.71756814736966	1.24339279576427	4.27452338915696	1.56493682896623	3.16891106019584	4.33081387968657	1.77517866699844	2.86122683747004	3.59430315240077	7.2907274287309	4.6963973749873	2.50052583429763	6.16149019598509
135	NPHP4	NPHP4	7.19021385969705	12.0395649274613	7.73924861662619	11.8527462112895	4.91245070814564	10.2891803559445	10.458645966712	4.94707151361493	7.25774612431425	7.53689149398766	10.3566470114367	10.311333037827	4.72950135174846	9.32347198013159
136	PLEKHG5	PLEKHG5	28.7747094153965	69.1825745831729	43.1236510755252	39.4125546390065	15.8980999710874	40.8698241261472	104.029384022845	22.5636922952492	19.9122778282468	36.3470423434636	50.3162878884245	38.7415745602265	25.5596735732052	33.931938908924
137	ACOT7	ACOT7	25.1172595908107	18.5902644334476	25.6231879874786	19.0397414689906	22.479125708793	22.0519695588114	29.7226811493842	21.8067633204884	13.4803329456414	21.5379560992697	24.5860345483964	17.0225885926196	30.7643879794356	24.3585078944725
138	PER3	PER3	13.2444016375152	7.69421313546031	6.19372299198463	9.04170371130149	9.06834255195661	7.38108502086769	4.31284369761318	6.25367510099957	9.96776991752774	2.71662447565174	4.82625618521623	8.68166833357274	7.20739799297553	7.84871367764429
139	TNFRSF9	TNFRSF9	4.87659976611438	0.522749087759512	20.7077192715133	1.70980935566278	0.10363820059379	4.86421327346934	23.1815348746709	10.3086517515036	9.25827870986241	20.9806997965719	12.4397119910741	16.0892351710921	2.68155937886217	5.03667454154562
140	RERE	RERE	85.063416374836	118.239309287605	72.4537764634599	95.9811624738158	46.243365104949	85.8474959229187	101.35182689391	77.7744521566676	63.2145035026409	86.9598460359907	99.7230685322187	81.0684114698124	80.8767360342058	84.0237293866283
141	H6PD	H6PD	57.7849364331337	89.4717735518389	87.1304596508457	77.3761182986378	36.998837611983	85.247619755145	127.750024359717	71.0341798576075	67.1806756635242	112.677224405494	94.3833808379369	81.0535963361373	66.5071984343958	92.5598304086522
143	UBE4B	UBE4B	60.9990590062545	72.3517409277149	68.2239168591777	58.7420943038722	68.7121269936826	80.0443460390209	51.4306610940372	75.6928974760755	62.2607612234843	75.9818968728441	71.4403271185503	64.9791762987202	70.1618131152924	74.6127717444847
144	KIF1B	KIF1B	166.580214737952	190.166316581515	185.916274200304	173.560139509566	233.880327280005	187.917729948239	155.478015298955	157.387160394897	187.619715915566	171.662804046055	209.274683095121	143.366048573351	171.370879123402	170.959481523083
145	CLSTN1	CLSTN1	128.537194971617	161.366109027764	279.345041283899	135.915353865397	139.00991845645	154.076889614049	300.299712628391	171.570567612438	133.454133061509	193.604770964781	209.553403057185	160.32937663127	169.175847395557	233.136791310154
